25 May, 1960	25 May 1960
26 May, 1960	26 May 1960
27 May, 1960	27 May 1960
28 May, 1960	28 May 1960
29 May, 1960	29 May 1960
30 May, 1960	30 May 1960
31 May, 1960	31 May 1960
01 June, 1960	01 Jun 1960
02 June, 1960	02 Jun 1960
03 June, 1960	03 Jun 1960
04 June, 1960	04 Jun 1960
05 June, 1960	05 Jun 1960
06 June, 1960	06 Jun 1960
07 June, 1960	07 Jun 1960
08 June, 1960	08 Jun 1960
09 June, 1960	09 Jun 1960
10 June, 1960	10 Jun 1960
11 June, 1960	11 Jun 1960
12 June, 1960	12 Jun 1960
13 June, 1960	13 Jun 1960
14 June, 1960	14 Jun 1960
15 June, 1960	15 Jun 1960
16 June, 1960	16 Jun 1960
17 June, 1960	17 Jun 1960
18 June, 1960	18 Jun 1960
19 June, 1960	19 Jun 1960
20 June, 1960	20 Jun 1960
21 June, 1960	21 Jun 1960
22 June, 1960	22 Jun 1960
23 June, 1960	23 Jun 1960
24 June, 1960	24 Jun 1960
25 June, 1960	25 Jun 1960
26 June, 1960	26 Jun 1960
27 June, 1960	27 Jun 1960
28 June, 1960	28 Jun 1960
29 June, 1960	29 Jun 1960
30 June, 1960	30 Jun 1960
01 July, 1960	01 Jul 1960
02 July, 1960	02 Jul 1960
03 July, 1960	03 Jul 1960
04 July, 1960	04 Jul 1960
05 July, 1960	05 Jul 1960
06 July, 1960	06 Jul 1960
07 July, 1960	07 Jul 1960
08 July, 1960	08 Jul 1960
09 July, 1960	09 Jul 1960
10 July, 1960	10 Jul 1960
11 July, 1960	11 Jul 1960
12 July, 1960	12 Jul 1960
13 July, 1960	13 Jul 1960
14 July, 1960	14 Jul 1960
15 July, 1960	15 Jul 1960
16 July, 1960	16 Jul 1960
17 July, 1960	17 Jul 1960
18 July, 1960	18 Jul 1960
19 July, 1960	19 Jul 1960
20 July, 1960	20 Jul 1960
21 July, 1960	21 Jul 1960
22 July, 1960	22 Jul 1960
23 July, 1960	23 Jul 1960
24 July, 1960	24 Jul 1960
25 July, 1960	25 Jul 1960
26 July, 1960	26 Jul 1960
27 July, 1960	27 Jul 1960
28 July, 1960	28 Jul 1960
29 July, 1960	29 Jul 1960
30 July, 1960	30 Jul 1960
31 July, 1960	31 Jul 1960
01 August, 1960	01 Aug 1960
02 August, 1960	02 Aug 1960
03 August, 1960	03 Aug 1960
04 August, 1960	04 Aug 1960
05 August, 1960	05 Aug 1960
06 August, 1960	06 Aug 1960
07 August, 1960	07 Aug 1960
08 August, 1960	08 Aug 1960
09 August, 1960	09 Aug 1960
10 August, 1960	10 Aug 1960
11 August, 1960	11 Aug 1960
12 August, 1960	12 Aug 1960
13 August, 1960	13 Aug 1960
14 August, 1960	14 Aug 1960
15 August, 1960	15 Aug 1960
16 August, 1960	16 Aug 1960
17 August, 1960	17 Aug 1960
18 August, 1960	18 Aug 1960
19 August, 1960	19 Aug 1960
20 August, 1960	20 Aug 1960
21 August, 1960	21 Aug 1960
22 August, 1960	22 Aug 1960
23 August, 1960	23 Aug 1960
24 August, 1960	24 Aug 1960
25 August, 1960	25 Aug 1960
26 August, 1960	26 Aug 1960
27 August, 1960	27 Aug 1960
28 August, 1960	28 Aug 1960
29 August, 1960	29 Aug 1960
30 August, 1960	30 Aug 1960
31 August, 1960	31 Aug 1960
01 September, 1960	01 Sep 1960
02 September, 1960	02 Sep 1960
03 September, 1960	03 Sep 1960
04 September, 1960	04 Sep 1960
05 September, 1960	05 Sep 1960
06 September, 1960	06 Sep 1960
07 September, 1960	07 Sep 1960
08 September, 1960	08 Sep 1960
09 September, 1960	09 Sep 1960
10 September, 1960	10 Sep 1960
11 September, 1960	11 Sep 1960
12 September, 1960	12 Sep 1960
13 September, 1960	13 Sep 1960
14 September, 1960	14 Sep 1960
15 September, 1960	15 Sep 1960
16 September, 1960	16 Sep 1960
17 September, 1960	17 Sep 1960
18 September, 1960	18 Sep 1960
19 September, 1960	19 Sep 1960
20 September, 1960	20 Sep 1960
21 September, 1960	21 Sep 1960
22 September, 1960	22 Sep 1960
23 September, 1960	23 Sep 1960
24 September, 1960	24 Sep 1960
25 September, 1960	25 Sep 1960
26 September, 1960	26 Sep 1960
27 September, 1960	27 Sep 1960
28 September, 1960	28 Sep 1960
29 September, 1960	29 Sep 1960
30 September, 1960	30 Sep 1960
01 October, 1960	01 Oct 1960
02 October, 1960	02 Oct 1960
03 October, 1960	03 Oct 1960
04 October, 1960	04 Oct 1960
05 October, 1960	05 Oct 1960
06 October, 1960	06 Oct 1960
07 October, 1960	07 Oct 1960
08 October, 1960	08 Oct 1960
09 October, 1960	09 Oct 1960
10 October, 1960	10 Oct 1960
11 October, 1960	11 Oct 1960
12 October, 1960	12 Oct 1960
13 October, 1960	13 Oct 1960
14 October, 1960	14 Oct 1960
15 October, 1960	15 Oct 1960
16 October, 1960	16 Oct 1960
17 October, 1960	17 Oct 1960
18 October, 1960	18 Oct 1960
19 October, 1960	19 Oct 1960
20 October, 1960	20 Oct 1960
21 October, 1960	21 Oct 1960
22 October, 1960	22 Oct 1960
23 October, 1960	23 Oct 1960
24 October, 1960	24 Oct 1960
25 October, 1960	25 Oct 1960
26 October, 1960	26 Oct 1960
27 October, 1960	27 Oct 1960
28 October, 1960	28 Oct 1960
29 October, 1960	29 Oct 1960
30 October, 1960	30 Oct 1960
31 October, 1960	31 Oct 1960
01 November, 1960	01 Nov 1960
02 November, 1960	02 Nov 1960
03 November, 1960	03 Nov 1960
04 November, 1960	04 Nov 1960
05 November, 1960	05 Nov 1960
06 November, 1960	06 Nov 1960
07 November, 1960	07 Nov 1960
08 November, 1960	08 Nov 1960
09 November, 1960	09 Nov 1960
10 November, 1960	10 Nov 1960
11 November, 1960	11 Nov 1960
12 November, 1960	12 Nov 1960
13 November, 1960	13 Nov 1960
14 November, 1960	14 Nov 1960
15 November, 1960	15 Nov 1960
16 November, 1960	16 Nov 1960
17 November, 1960	17 Nov 1960
18 November, 1960	18 Nov 1960
19 November, 1960	19 Nov 1960
20 November, 1960	20 Nov 1960
21 November, 1960	21 Nov 1960
22 November, 1960	22 Nov 1960
23 November, 1960	23 Nov 1960
24 November, 1960	24 Nov 1960
25 November, 1960	25 Nov 1960
26 November, 1960	26 Nov 1960
27 November, 1960	27 Nov 1960
28 November, 1960	28 Nov 1960
29 November, 1960	29 Nov 1960
30 November, 1960	30 Nov 1960
01 December, 1960	01 Dec 1960
02 December, 1960	02 Dec 1960
03 December, 1960	03 Dec 1960
04 December, 1960	04 Dec 1960
05 December, 1960	05 Dec 1960
06 December, 1960	06 Dec 1960
07 December, 1960	07 Dec 1960
08 December, 1960	08 Dec 1960
09 December, 1960	09 Dec 1960
10 December, 1960	10 Dec 1960
11 December, 1960	11 Dec 1960
12 December, 1960	12 Dec 1960
13 December, 1960	13 Dec 1960
14 December, 1960	14 Dec 1960
15 December, 1960	15 Dec 1960
16 December, 1960	16 Dec 1960
17 December, 1960	17 Dec 1960
18 December, 1960	18 Dec 1960
19 December, 1960	19 Dec 1960
20 December, 1960	20 Dec 1960
21 December, 1960	21 Dec 1960
22 December, 1960	22 Dec 1960
23 December, 1960	23 Dec 1960
24 December, 1960	24 Dec 1960
25 December, 1960	25 Dec 1960
26 December, 1960	26 Dec 1960
27 December, 1960	27 Dec 1960
28 December, 1960	28 Dec 1960
29 December, 1960	29 Dec 1960
30 December, 1960	30 Dec 1960
31 December, 1960	31 Dec 1960
01 January, 1961	01 Jan 1961
02 January, 1961	02 Jan 1961
03 January, 1961	03 Jan 1961
04 January, 1961	04 Jan 1961
05 January, 1961	05 Jan 1961
06 January, 1961	06 Jan 1961
07 January, 1961	07 Jan 1961
08 January, 1961	08 Jan 1961
09 January, 1961	09 Jan 1961
10 January, 1961	10 Jan 1961
11 January, 1961	11 Jan 1961
12 January, 1961	12 Jan 1961
13 January, 1961	13 Jan 1961
14 January, 1961	14 Jan 1961
15 January, 1961	15 Jan 1961
16 January, 1961	16 Jan 1961
17 January, 1961	17 Jan 1961
18 January, 1961	18 Jan 1961
19 January, 1961	19 Jan 1961
20 January, 1961	20 Jan 1961
21 January, 1961	21 Jan 1961
22 January, 1961	22 Jan 1961
23 January, 1961	23 Jan 1961
24 January, 1961	24 Jan 1961
25 January, 1961	25 Jan 1961
26 January, 1961	26 Jan 1961
27 January, 1961	27 Jan 1961
28 January, 1961	28 Jan 1961
29 January, 1961	29 Jan 1961
30 January, 1961	30 Jan 1961
31 January, 1961	31 Jan 1961
01 February, 1961	01 Feb 1961
02 February, 1961	02 Feb 1961
03 February, 1961	03 Feb 1961
04 February, 1961	04 Feb 1961
05 February, 1961	05 Feb 1961
06 February, 1961	06 Feb 1961
07 February, 1961	07 Feb 1961
08 February, 1961	08 Feb 1961
09 February, 1961	09 Feb 1961
10 February, 1961	10 Feb 1961
11 February, 1961	11 Feb 1961
12 February, 1961	12 Feb 1961
13 February, 1961	13 Feb 1961
14 February, 1961	14 Feb 1961
15 February, 1961	15 Feb 1961
16 February, 1961	16 Feb 1961
17 February, 1961	17 Feb 1961
18 February, 1961	18 Feb 1961
19 February, 1961	19 Feb 1961
20 February, 1961	20 Feb 1961
21 February, 1961	21 Feb 1961
22 February, 1961	22 Feb 1961
23 February, 1961	23 Feb 1961
24 February, 1961	24 Feb 1961
25 February, 1961	25 Feb 1961
26 February, 1961	26 Feb 1961
27 February, 1961	27 Feb 1961
28 February, 1961	28 Feb 1961
01 March, 1961	01 Mar 1961
02 March, 1961	02 Mar 1961
03 March, 1961	03 Mar 1961
04 March, 1961	04 Mar 1961
05 March, 1961	05 Mar 1961
06 March, 1961	06 Mar 1961
07 March, 1961	07 Mar 1961
08 March, 1961	08 Mar 1961
09 March, 1961	09 Mar 1961
10 March, 1961	10 Mar 1961
11 March, 1961	11 Mar 1961
12 March, 1961	12 Mar 1961
13 March, 1961	13 Mar 1961
14 March, 1961	14 Mar 1961
15 March, 1961	15 Mar 1961
16 March, 1961	16 Mar 1961
17 March, 1961	17 Mar 1961
18 March, 1961	18 Mar 1961
19 March, 1961	19 Mar 1961
20 March, 1961	20 Mar 1961
21 March, 1961	21 Mar 1961
22 March, 1961	22 Mar 1961
23 March, 1961	23 Mar 1961
24 March, 1961	24 Mar 1961
25 March, 1961	25 Mar 1961
26 March, 1961	26 Mar 1961
27 March, 1961	27 Mar 1961
28 March, 1961	28 Mar 1961
29 March, 1961	29 Mar 1961
30 March, 1961	30 Mar 1961
31 March, 1961	31 Mar 1961
01 April, 1961	01 Apr 1961
02 April, 1961	02 Apr 1961
03 April, 1961	03 Apr 1961
04 April, 1961	04 Apr 1961
05 April, 1961	05 Apr 1961
06 April, 1961	06 Apr 1961
07 April, 1961	07 Apr 1961
08 April, 1961	08 Apr 1961
09 April, 1961	09 Apr 1961
10 April, 1961	10 Apr 1961
11 April, 1961	11 Apr 1961
12 April, 1961	12 Apr 1961
13 April, 1961	13 Apr 1961
14 April, 1961	14 Apr 1961
15 April, 1961	15 Apr 1961
16 April, 1961	16 Apr 1961
17 April, 1961	17 Apr 1961
18 April, 1961	18 Apr 1961
19 April, 1961	19 Apr 1961
20 April, 1961	20 Apr 1961
21 April, 1961	21 Apr 1961
22 April, 1961	22 Apr 1961
23 April, 1961	23 Apr 1961
24 April, 1961	24 Apr 1961
25 April, 1961	25 Apr 1961
26 April, 1961	26 Apr 1961
27 April, 1961	27 Apr 1961
28 April, 1961	28 Apr 1961
29 April, 1961	29 Apr 1961
30 April, 1961	30 Apr 1961
01 May, 1961	01 May 1961
02 May, 1961	02 May 1961
03 May, 1961	03 May 1961
04 May, 1961	04 May 1961
05 May, 1961	05 May 1961
06 May, 1961	06 May 1961
07 May, 1961	07 May 1961
08 May, 1961	08 May 1961
09 May, 1961	09 May 1961
10 May, 1961	10 May 1961
11 May, 1961	11 May 1961
12 May, 1961	12 May 1961
13 May, 1961	13 May 1961
14 May, 1961	14 May 1961
15 May, 1961	15 May 1961
16 May, 1961	16 May 1961
17 May, 1961	17 May 1961
18 May, 1961	18 May 1961
19 May, 1961	19 May 1961
20 May, 1961	20 May 1961
21 May, 1961	21 May 1961
22 May, 1961	22 May 1961
23 May, 1961	23 May 1961
24 May, 1961	24 May 1961
25 May, 1961	25 May 1961
26 May, 1961	26 May 1961
27 May, 1961	27 May 1961
28 May, 1961	28 May 1961
29 May, 1961	29 May 1961
30 May, 1961	30 May 1961
31 May, 1961	31 May 1961
01 June, 1961	01 Jun 1961
02 June, 1961	02 Jun 1961
03 June, 1961	03 Jun 1961
04 June, 1961	04 Jun 1961
05 June, 1961	05 Jun 1961
06 June, 1961	06 Jun 1961
07 June, 1961	07 Jun 1961
08 June, 1961	08 Jun 1961
09 June, 1961	09 Jun 1961
10 June, 1961	10 Jun 1961
11 June, 1961	11 Jun 1961
12 June, 1961	12 Jun 1961
13 June, 1961	13 Jun 1961
14 June, 1961	14 Jun 1961
15 June, 1961	15 Jun 1961
16 June, 1961	16 Jun 1961
17 June, 1961	17 Jun 1961
18 June, 1961	18 Jun 1961
19 June, 1961	19 Jun 1961
20 June, 1961	20 Jun 1961
21 June, 1961	21 Jun 1961
22 June, 1961	22 Jun 1961
23 June, 1961	23 Jun 1961
24 June, 1961	24 Jun 1961
25 June, 1961	25 Jun 1961
26 June, 1961	26 Jun 1961
27 June, 1961	27 Jun 1961
28 June, 1961	28 Jun 1961
29 June, 1961	29 Jun 1961
30 June, 1961	30 Jun 1961
01 July, 1961	01 Jul 1961
02 July, 1961	02 Jul 1961
03 July, 1961	03 Jul 1961
04 July, 1961	04 Jul 1961
05 July, 1961	05 Jul 1961
06 July, 1961	06 Jul 1961
07 July, 1961	07 Jul 1961
08 July, 1961	08 Jul 1961
09 July, 1961	09 Jul 1961
10 July, 1961	10 Jul 1961
11 July, 1961	11 Jul 1961
12 July, 1961	12 Jul 1961
13 July, 1961	13 Jul 1961
14 July, 1961	14 Jul 1961
15 July, 1961	15 Jul 1961
16 July, 1961	16 Jul 1961
17 July, 1961	17 Jul 1961
18 July, 1961	18 Jul 1961
19 July, 1961	19 Jul 1961
20 July, 1961	20 Jul 1961
21 July, 1961	21 Jul 1961
22 July, 1961	22 Jul 1961
23 July, 1961	23 Jul 1961
24 July, 1961	24 Jul 1961
25 July, 1961	25 Jul 1961
26 July, 1961	26 Jul 1961
27 July, 1961	27 Jul 1961
28 July, 1961	28 Jul 1961
29 July, 1961	29 Jul 1961
30 July, 1961	30 Jul 1961
31 July, 1961	31 Jul 1961
01 August, 1961	01 Aug 1961
02 August, 1961	02 Aug 1961
03 August, 1961	03 Aug 1961
04 August, 1961	04 Aug 1961
05 August, 1961	05 Aug 1961
06 August, 1961	06 Aug 1961
07 August, 1961	07 Aug 1961
08 August, 1961	08 Aug 1961
09 August, 1961	09 Aug 1961
10 August, 1961	10 Aug 1961
11 August, 1961	11 Aug 1961
12 August, 1961	12 Aug 1961
13 August, 1961	13 Aug 1961
14 August, 1961	14 Aug 1961
15 August, 1961	15 Aug 1961
16 August, 1961	16 Aug 1961
17 August, 1961	17 Aug 1961
18 August, 1961	18 Aug 1961
19 August, 1961	19 Aug 1961
20 August, 1961	20 Aug 1961
21 August, 1961	21 Aug 1961
22 August, 1961	22 Aug 1961
23 August, 1961	23 Aug 1961
24 August, 1961	24 Aug 1961
25 August, 1961	25 Aug 1961
26 August, 1961	26 Aug 1961
27 August, 1961	27 Aug 1961
28 August, 1961	28 Aug 1961
29 August, 1961	29 Aug 1961
30 August, 1961	30 Aug 1961
31 August, 1961	31 Aug 1961
01 September, 1961	01 Sep 1961
02 September, 1961	02 Sep 1961
03 September, 1961	03 Sep 1961
04 September, 1961	04 Sep 1961
05 September, 1961	05 Sep 1961
06 September, 1961	06 Sep 1961
07 September, 1961	07 Sep 1961
08 September, 1961	08 Sep 1961
09 September, 1961	09 Sep 1961
10 September, 1961	10 Sep 1961
11 September, 1961	11 Sep 1961
12 September, 1961	12 Sep 1961
13 September, 1961	13 Sep 1961
14 September, 1961	14 Sep 1961
15 September, 1961	15 Sep 1961
16 September, 1961	16 Sep 1961
17 September, 1961	17 Sep 1961
18 September, 1961	18 Sep 1961
19 September, 1961	19 Sep 1961
20 September, 1961	20 Sep 1961
21 September, 1961	21 Sep 1961
22 September, 1961	22 Sep 1961
23 September, 1961	23 Sep 1961
24 September, 1961	24 Sep 1961
25 September, 1961	25 Sep 1961
26 September, 1961	26 Sep 1961
27 September, 1961	27 Sep 1961
28 September, 1961	28 Sep 1961
29 September, 1961	29 Sep 1961
30 September, 1961	30 Sep 1961
01 October, 1961	01 Oct 1961
02 October, 1961	02 Oct 1961
03 October, 1961	03 Oct 1961
04 October, 1961	04 Oct 1961
05 October, 1961	05 Oct 1961
06 October, 1961	06 Oct 1961
07 October, 1961	07 Oct 1961
08 October, 1961	08 Oct 1961
09 October, 1961	09 Oct 1961
10 October, 1961	10 Oct 1961
11 October, 1961	11 Oct 1961
12 October, 1961	12 Oct 1961
13 October, 1961	13 Oct 1961
14 October, 1961	14 Oct 1961
15 October, 1961	15 Oct 1961
16 October, 1961	16 Oct 1961
17 October, 1961	17 Oct 1961
18 October, 1961	18 Oct 1961
19 October, 1961	19 Oct 1961
20 October, 1961	20 Oct 1961
21 October, 1961	21 Oct 1961
22 October, 1961	22 Oct 1961
23 October, 1961	23 Oct 1961
24 October, 1961	24 Oct 1961
25 October, 1961	25 Oct 1961
26 October, 1961	26 Oct 1961
27 October, 1961	27 Oct 1961
28 October, 1961	28 Oct 1961
29 October, 1961	29 Oct 1961
30 October, 1961	30 Oct 1961
31 October, 1961	31 Oct 1961
01 November, 1961	01 Nov 1961
02 November, 1961	02 Nov 1961
03 November, 1961	03 Nov 1961
04 November, 1961	04 Nov 1961
05 November, 1961	05 Nov 1961
06 November, 1961	06 Nov 1961
07 November, 1961	07 Nov 1961
08 November, 1961	08 Nov 1961
09 November, 1961	09 Nov 1961
10 November, 1961	10 Nov 1961
11 November, 1961	11 Nov 1961
12 November, 1961	12 Nov 1961
13 November, 1961	13 Nov 1961
14 November, 1961	14 Nov 1961
15 November, 1961	15 Nov 1961
16 November, 1961	16 Nov 1961
17 November, 1961	17 Nov 1961
18 November, 1961	18 Nov 1961
19 November, 1961	19 Nov 1961
20 November, 1961	20 Nov 1961
21 November, 1961	21 Nov 1961
22 November, 1961	22 Nov 1961
23 November, 1961	23 Nov 1961
24 November, 1961	24 Nov 1961
25 November, 1961	25 Nov 1961
26 November, 1961	26 Nov 1961
27 November, 1961	27 Nov 1961
28 November, 1961	28 Nov 1961
29 November, 1961	29 Nov 1961
30 November, 1961	30 Nov 1961
01 December, 1961	01 Dec 1961
02 December, 1961	02 Dec 1961
03 December, 1961	03 Dec 1961
04 December, 1961	04 Dec 1961
05 December, 1961	05 Dec 1961
06 December, 1961	06 Dec 1961
07 December, 1961	07 Dec 1961
08 December, 1961	08 Dec 1961
09 December, 1961	09 Dec 1961
10 December, 1961	10 Dec 1961
11 December, 1961	11 Dec 1961
12 December, 1961	12 Dec 1961
13 December, 1961	13 Dec 1961
14 December, 1961	14 Dec 1961
15 December, 1961	15 Dec 1961
16 December, 1961	16 Dec 1961
17 December, 1961	17 Dec 1961
18 December, 1961	18 Dec 1961
19 December, 1961	19 Dec 1961
20 December, 1961	20 Dec 1961
21 December, 1961	21 Dec 1961
22 December, 1961	22 Dec 1961
23 December, 1961	23 Dec 1961
24 December, 1961	24 Dec 1961
25 December, 1961	25 Dec 1961
26 December, 1961	26 Dec 1961
27 December, 1961	27 Dec 1961
28 December, 1961	28 Dec 1961
29 December, 1961	29 Dec 1961
30 December, 1961	30 Dec 1961
31 December, 1961	31 Dec 1961
